Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type,Expiry_Year,Expiry_Month,Expiry_Day,Name,Type,Address,City,Contact
764,Vegetables,21,2025-03-19,9,Supermarket,Tinamouth,Vegetarian,Breakfast,2025,March,19,Nguyen Inc,Supermarket,"169 Scott Keys Suite 000
East Michelle, HI 57025",Tinamouth,898-609-2609x844
765,Soup,1,2025-03-28,161,Supermarket,Perezport,Vegan,Lunch,2025,March,28,Campbell LLC,Supermarket,"8423 Karen Trace Apt. 648
Johnland, IA 21810",Perezport,001-211-446-3315x74760
766,Chicken,17,2025-03-24,463,Grocery Store,East Edwinburgh,Vegetarian,Breakfast,2025,March,24,Carey-Ramos,Grocery Store,"6431 Kelly Brooks
West Stephaniemouth, NV 75536",East Edwinburgh,178-837-6236x9304
767,Salad,17,2025-03-27,952,Grocery Store,Samueltown,Vegan,Dinner,2025,March,27,"Harris, Mcdonald and Taylor",Grocery Store,"0039 Alexander Terrace Apt. 565
Aprilborough, MI 33494",Samueltown,+1-648-160-9304
768,Soup,39,2025-03-28,200,Supermarket,Bradleyport,Non-Vegetarian,Snacks,2025,March,28,Turner-Woods,Supermarket,"413 Abigail Park Suite 737
North Heather, VA 59882",Bradleyport,+1-498-827-6905x7873
769,Chicken,27,2025-03-25,483,Catering Service,Millerview,Vegetarian,Lunch,2025,March,25,Bates-Johnson,Catering Service,"89427 Jennings Station
South Donald, ID 37797",Millerview,001-721-708-9864x7257
770,Dairy,30,2025-03-30,770,Supermarket,East Melissa,Non-Vegetarian,Lunch,2025,March,30,Schneider-Suarez,Supermarket,"73422 Morgan Plains
East Destiny, SD 76863",East Melissa,001-597-658-2544x8112
771,Chicken,9,2025-03-23,551,Restaurant,East Sandratown,Vegetarian,Dinner,2025,March,23,"Holland, Caldwell and Oliver",Restaurant,"7502 Silva Lights Apt. 125
North Brittany, MA 40389",East Sandratown,(670)960-9465
772,Salad,37,2025-03-23,609,Restaurant,South Christopherborough,Vegan,Lunch,2025,March,23,Torres-Dunlap,Restaurant,"Unit 1623 Box 5952
DPO AA 55518",South Christopherborough,057.342.1300x473
773,Fish,40,2025-03-20,509,Grocery Store,Cordovaborough,Vegetarian,Dinner,2025,March,20,Roth-Mathews,Grocery Store,"Unit 2793 Box 6632
DPO AP 04112",Cordovaborough,(032)688-9162
774,Dairy,2,2025-03-16,788,Supermarket,New Michaelmouth,Vegan,Breakfast,2025,March,16,Russell and Sons,Supermarket,"44158 Williams Plaza Apt. 122
Chavezhaven, LA 02481",New Michaelmouth,(201)501-1781
775,Pasta,7,2025-03-17,204,Supermarket,Lake Lauraton,Vegetarian,Dinner,2025,March,17,Lyons Inc,Supermarket,"0820 Christopher Dale
Angelamouth, GA 29905",Lake Lauraton,127.959.5462x8745
776,Chicken,33,2025-03-24,249,Catering Service,Johnsonside,Vegetarian,Dinner,2025,March,24,"Davis, Sanchez and Hernandez",Catering Service,"61204 Christopher Springs
North Kathy, SD 81291",Johnsonside,452.214.9646x15610
777,Fruits,5,2025-03-18,709,Restaurant,South Kathryn,Vegetarian,Dinner,2025,March,18,Barry Group,Restaurant,"632 Wong Place
West Shane, CO 27966",South Kathryn,+1-533-592-0009x5523
778,Dairy,7,2025-03-21,57,Grocery Store,Port Robin,Non-Vegetarian,Snacks,2025,March,21,Cook Group,Grocery Store,"6432 Guzman Estates
Lake Rebeccaborough, CA 35184",Port Robin,983-295-7995
779,Bread,43,2025-03-27,74,Catering Service,Belindaville,Vegan,Lunch,2025,March,27,Johnston Ltd,Catering Service,"58406 Pamela Mission
Leestad, OH 88592",Belindaville,5630753213
780,Dairy,48,2025-03-17,162,Restaurant,Penabury,Vegan,Snacks,2025,March,17,"Moore, Perez and Young",Restaurant,"48313 Taylor Junctions Apt. 845
Petersborough, VT 51814",Penabury,345.405.3372x9178
781,Bread,45,2025-03-23,33,Restaurant,Janetborough,Vegan,Snacks,2025,March,23,"Miranda, Wilcox and Short",Restaurant,"208 Williams Fields Suite 324
New Robert, MN 13700",Janetborough,711.136.4426
782,Rice,49,2025-03-28,566,Catering Service,New Rachel,Non-Vegetarian,Snacks,2025,March,28,Cole-Stein,Catering Service,"782 Flynn Plaza
North Francesburgh, KY 21221",New Rachel,(322)115-7175x12748
783,Rice,4,2025-03-20,455,Catering Service,Madisonfort,Vegetarian,Snacks,2025,March,20,Rios Group,Catering Service,"58472 Snyder Squares
Port Zacharyton, CT 67515",Madisonfort,003-727-0894x163
784,Bread,1,2025-03-26,335,Grocery Store,North Gary,Non-Vegetarian,Dinner,2025,March,26,"Newman, Pearson and Mccarthy",Grocery Store,"4719 Darryl Isle
New Rebecca, GA 13003",North Gary,905.549.7068
785,Bread,10,2025-03-16,678,Grocery Store,Lake Travis,Non-Vegetarian,Lunch,2025,March,16,Ruiz-Oneal,Grocery Store,"934 Kelsey Shoals
Tiffanyburgh, IL 56636",Lake Travis,(569)363-0118
786,Rice,4,2025-03-30,959,Grocery Store,North Victoriastad,Vegetarian,Dinner,2025,March,30,Stanley PLC,Grocery Store,"3255 Steven Falls Apt. 575
South Ashleyton, NM 59651",North Victoriastad,001-428-241-5858x19231
787,Fish,48,2025-03-24,355,Restaurant,Port Patrick,Vegetarian,Dinner,2025,March,24,Bowman LLC,Restaurant,"64024 Hunter Plaza Apt. 997
Grantstad, NM 06478",Port Patrick,039-263-2786x611
788,Fish,26,2025-03-30,34,Grocery Store,North Garybury,Vegan,Dinner,2025,March,30,"Cooper, Smith and King",Grocery Store,"439 Barnes Courts Apt. 349
South Gregory, MO 73315",North Garybury,+1-812-193-0704x61726
789,Chicken,10,2025-03-26,673,Restaurant,New Connorfort,Vegan,Snacks,2025,March,26,Reynolds Group,Restaurant,"7279 Joseph Ramp
Port Shawnborough, GA 33669",New Connorfort,+1-708-661-1330
790,Chicken,2,2025-03-21,332,Restaurant,West Whitneymouth,Vegan,Dinner,2025,March,21,Cox LLC,Restaurant,"406 Lucero Mountain Apt. 736
Mollyport, RI 14316",West Whitneymouth,001-018-140-2068x875
791,Soup,23,2025-03-29,152,Catering Service,South Jacobport,Vegetarian,Breakfast,2025,March,29,Rogers-Shaw,Catering Service,"39253 David Common
West Tyler, NC 21196",South Jacobport,001-522-305-5977x0080
792,Chicken,15,2025-03-17,308,Catering Service,Brittanyside,Vegan,Breakfast,2025,March,17,Doyle LLC,Catering Service,"8157 Tammy Road
West Stephenchester, NC 16381",Brittanyside,0312154595
793,Fruits,5,2025-03-24,824,Supermarket,Lopezport,Vegan,Snacks,2025,March,24,Howard-Williams,Supermarket,"662 Brenda Inlet Apt. 504
North Calvin, AK 36811",Lopezport,(728)156-2658x7091
794,Fruits,21,2025-03-27,380,Restaurant,Lake Christophermouth,Vegan,Snacks,2025,March,27,Nelson PLC,Restaurant,"USNS Walker
FPO AE 02837",Lake Christophermouth,(302)042-7352
795,Dairy,3,2025-03-19,911,Restaurant,Garciatown,Non-Vegetarian,Dinner,2025,March,19,Alexander PLC,Restaurant,"28329 Gary Courts
East Jonathan, KS 04105",Garciatown,599-601-7460
796,Pasta,8,2025-03-27,798,Grocery Store,North Amanda,Vegetarian,Lunch,2025,March,27,Jordan LLC,Grocery Store,"2673 Maria Knolls
Comptonborough, NY 52749",North Amanda,+1-073-137-5460
797,Dairy,40,2025-03-27,467,Catering Service,Phillipsfort,Vegan,Breakfast,2025,March,27,"Wilson, Watkins and Moore",Catering Service,"57044 Fisher Valley
Parkerland, ID 82897",Phillipsfort,782.944.0904
798,Fish,3,2025-03-30,413,Catering Service,North Mike,Vegetarian,Lunch,2025,March,30,"Davis, Bowen and Miller",Catering Service,"418 Adam Mission Suite 750
Jessicaville, OR 26759",North Mike,9207424674
799,Chicken,5,2025-03-17,764,Restaurant,New Travisshire,Vegetarian,Breakfast,2025,March,17,"Villegas, Chen and Campos",Restaurant,"5698 Trevor Ridges
Samanthaburgh, VT 05005",New Travisshire,(619)661-4594x325
800,Dairy,15,2025-03-20,193,Restaurant,North Lisaland,Vegan,Lunch,2025,March,20,"Chung, Morris and Craig",Restaurant,"310 Steven Overpass Apt. 402
Paulside, NM 92478",North Lisaland,001-981-892-0136x674
801,Chicken,50,2025-03-18,609,Restaurant,South Christopherborough,Vegan,Lunch,2025,March,18,Torres-Dunlap,Restaurant,"Unit 1623 Box 5952
DPO AA 55518",South Christopherborough,057.342.1300x473
802,Soup,25,2025-03-22,62,Grocery Store,Marymouth,Non-Vegetarian,Dinner,2025,March,22,"Mitchell, Campbell and Jones",Grocery Store,"760 Hall Dam
Jenniferstad, MI 28752",Marymouth,001-356-024-1560x512
803,Chicken,13,2025-03-27,714,Catering Service,North William,Vegan,Snacks,2025,March,27,Ramos Group,Catering Service,"2242 Olivia Grove
Haileymouth, NH 71518",North William,727-987-0431x177
804,Fruits,47,2025-03-27,16,Catering Service,West Vanessafort,Vegan,Breakfast,2025,March,27,Brown and Sons,Catering Service,"1745 Chan Ridges
Ginaville, OK 07163",West Vanessafort,018-471-0550x16593
805,Chicken,1,2025-03-22,235,Catering Service,Gutierrezshire,Non-Vegetarian,Dinner,2025,March,22,Gutierrez LLC,Catering Service,"310 Myers Neck
Richardtown, WA 29671",Gutierrezshire,+1-544-924-8841x926
806,Soup,12,2025-03-27,388,Supermarket,Manuelhaven,Vegetarian,Dinner,2025,March,27,Rivera Ltd,Supermarket,"2319 Wong Station Apt. 425
Morrisonbury, KY 44766",Manuelhaven,+1-832-244-5987
807,Salad,35,2025-03-19,474,Catering Service,South Nicole,Vegetarian,Dinner,2025,March,19,Gonzalez Inc,Catering Service,"0269 Sanchez Fields
Alexanderfurt, AL 45894",South Nicole,679-305-8392
808,Dairy,7,2025-03-23,868,Grocery Store,Rodriguezview,Vegetarian,Dinner,2025,March,23,"West, Martinez and Warren",Grocery Store,"185 Bruce Mission
Janeburgh, MI 52383",Rodriguezview,(042)376-1212x66871
809,Dairy,48,2025-03-29,292,Supermarket,Mooneybury,Vegan,Breakfast,2025,March,29,Lopez-Duffy,Supermarket,"PSC 0689, Box 6828
APO AP 21295",Mooneybury,048.373.4973x79978
810,Bread,34,2025-03-16,993,Restaurant,East Stephanie,Vegan,Snacks,2025,March,16,Mckinney Ltd,Restaurant,"179 Fernandez Rapids
Campbellport, MA 31352",East Stephanie,225-959-2378
811,Salad,19,2025-03-27,513,Catering Service,West Larry,Non-Vegetarian,Dinner,2025,March,27,"Cruz, Murphy and Santos",Catering Service,"7859 Derek Center Apt. 703
Lake Yvonne, AR 23556",West Larry,001-070-676-6757
812,Bread,49,2025-03-19,471,Grocery Store,Charlesmouth,Non-Vegetarian,Lunch,2025,March,19,"Allen, Ramsey and Cortez",Grocery Store,"480 Bruce Run
Dennischester, CO 85895",Charlesmouth,594.468.5130
813,Fish,33,2025-03-23,610,Supermarket,Allenton,Vegetarian,Breakfast,2025,March,23,"Kelly, Cummings and Ward",Supermarket,"Unit 4632 Box 7131
DPO AP 21204",Allenton,795.078.7850
814,Bread,18,2025-03-17,287,Catering Service,Jefferyside,Vegan,Snacks,2025,March,17,Carr-Wells,Catering Service,"202 Castillo Course Suite 667
New Joshua, OK 47311",Jefferyside,(535)017-9013x9281
815,Pasta,50,2025-03-22,157,Restaurant,Bairdfort,Vegan,Snacks,2025,March,22,"Rodriguez, Walker and Singleton",Restaurant,"3006 Fernandez Ferry
Jamesview, KS 30878",Bairdfort,998.166.5324
816,Fruits,2,2025-03-17,965,Restaurant,Port Bryce,Vegetarian,Lunch,2025,March,17,Oconnor Ltd,Restaurant,"49967 Victoria Union Suite 176
Watkinsport, NC 14235",Port Bryce,+1-484-031-6824x10667
817,Rice,23,2025-03-28,363,Catering Service,East Brittanyland,Vegetarian,Snacks,2025,March,28,Henry-Terry,Catering Service,"94883 Silva Plaza Apt. 966
North Ericborough, WY 57244",East Brittanyland,(205)168-6653
818,Fish,50,2025-03-29,248,Restaurant,South Michellechester,Vegetarian,Dinner,2025,March,29,"Oliver, Cross and Gilbert",Restaurant,"USS Mcintyre
FPO AA 76857",South Michellechester,001-607-614-4871x9620
819,Bread,35,2025-03-28,304,Catering Service,Port Marcland,Non-Vegetarian,Breakfast,2025,March,28,Douglas-Colon,Catering Service,"30465 Latoya Haven
Hartville, NC 48753",Port Marcland,439.020.2351
820,Fruits,46,2025-03-27,753,Supermarket,South Randy,Non-Vegetarian,Lunch,2025,March,27,Lawrence-Clark,Supermarket,"699 Brooks Parkway
Davisside, AL 18704",South Randy,122-170-5452x33780
821,Chicken,9,2025-03-24,167,Catering Service,Davidport,Non-Vegetarian,Lunch,2025,March,24,Thompson-Turner,Catering Service,"995 Campbell Mount Suite 129
Graytown, MN 23216",Davidport,897-925-4252
822,Dairy,27,2025-03-25,237,Supermarket,Frederickside,Vegan,Lunch,2025,March,25,"White, Crawford and Pearson",Supermarket,"4785 Felicia Circle Suite 239
North Melissa, KY 96802",Frederickside,958.016.7653x7393
823,Chicken,27,2025-03-21,587,Restaurant,Lake George,Vegan,Lunch,2025,March,21,"Davis, Cruz and Schaefer",Restaurant,"6913 Duarte Points Apt. 445
Ramosside, IL 10904",Lake George,4142908031
824,Bread,12,2025-03-27,993,Restaurant,East Stephanie,Vegetarian,Dinner,2025,March,27,Mckinney Ltd,Restaurant,"179 Fernandez Rapids
Campbellport, MA 31352",East Stephanie,225-959-2378
825,Salad,25,2025-03-25,995,Supermarket,Manningshire,Vegetarian,Breakfast,2025,March,25,Moore Group,Supermarket,"46915 Maynard Dam Suite 320
North Alyssa, CA 48762",Manningshire,889-093-8775x51762
826,Bread,39,2025-03-17,50,Catering Service,West Danielborough,Vegan,Snacks,2025,March,17,Perez-Williams,Catering Service,"956 Joseph Ford Apt. 098
Moorestad, LA 74730",West Danielborough,(305)890-2191x91055
827,Salad,3,2025-03-23,907,Supermarket,South Marthahaven,Vegan,Snacks,2025,March,23,Sanchez PLC,Supermarket,"48910 Gordon Pike Apt. 720
Quinnshire, AK 79288",South Marthahaven,539-966-9767x99956
828,Vegetables,21,2025-03-24,636,Grocery Store,West Omarside,Non-Vegetarian,Breakfast,2025,March,24,Carroll-Stanley,Grocery Store,"Unit 2028 Box 0350
DPO AP 33410",West Omarside,849.339.1687x68179
829,Dairy,44,2025-03-18,262,Supermarket,New Carol,Vegan,Dinner,2025,March,18,Bradford-Martinez,Supermarket,"366 Wheeler Fields
Harringtonchester, WY 86540",New Carol,199.451.0254
830,Vegetables,3,2025-03-25,847,Supermarket,Williamsonmouth,Vegetarian,Snacks,2025,March,25,"Pollard, Collins and Watson",Supermarket,"Unit 4908 Box 4008
DPO AE 21178",Williamsonmouth,218.505.6857x64219
831,Pasta,24,2025-03-22,330,Restaurant,Jamesport,Non-Vegetarian,Breakfast,2025,March,22,Holloway-Koch,Restaurant,"2889 Jorge Fields
South Thomasland, AR 38794",Jamesport,323.974.7052
832,Fish,19,2025-03-16,752,Grocery Store,East Heatherport,Non-Vegetarian,Breakfast,2025,March,16,Butler-Richardson,Grocery Store,"99213 George Spurs Suite 321
Petersenberg, MA 55289",East Heatherport,+1-268-505-2616
833,Fruits,44,2025-03-17,146,Supermarket,Jonathanhaven,Non-Vegetarian,Dinner,2025,March,17,Hampton-Lee,Supermarket,"994 Maxwell Squares Apt. 136
Browninghaven, IA 33077",Jonathanhaven,663-119-2623x961
834,Pasta,43,2025-03-18,531,Catering Service,North Kylestad,Vegetarian,Dinner,2025,March,18,Miller Ltd,Catering Service,"5262 Roy Village
Jonville, HI 04740",North Kylestad,(648)470-0469x880
835,Vegetables,17,2025-03-29,752,Grocery Store,East Heatherport,Vegetarian,Lunch,2025,March,29,Butler-Richardson,Grocery Store,"99213 George Spurs Suite 321
Petersenberg, MA 55289",East Heatherport,+1-268-505-2616
836,Salad,49,2025-03-16,685,Supermarket,Maysside,Vegan,Breakfast,2025,March,16,Scott and Sons,Supermarket,"320 Justin Centers Apt. 436
West Carrieside, ND 53538",Maysside,001-085-825-1185x328
837,Soup,50,2025-03-24,642,Catering Service,Lesterstad,Vegan,Snacks,2025,March,24,Woodward-Jensen,Catering Service,"USCGC Ewing
FPO AP 42279",Lesterstad,432-670-6542x60306
838,Bread,38,2025-03-29,770,Supermarket,East Melissa,Vegetarian,Lunch,2025,March,29,Schneider-Suarez,Supermarket,"73422 Morgan Plains
East Destiny, SD 76863",East Melissa,001-597-658-2544x8112
839,Chicken,6,2025-03-17,72,Catering Service,Jasonstad,Vegan,Lunch,2025,March,17,"Ward, Shepherd and Krause",Catering Service,"224 Burns Camp
Christopherborough, VA 76601",Jasonstad,+1-454-823-5622
840,Dairy,43,2025-03-16,548,Supermarket,Lisamouth,Vegan,Snacks,2025,March,16,"House, James and Miller",Supermarket,"52465 Danielle Forge Suite 949
Walterschester, CT 88915",Lisamouth,070-175-5725
841,Chicken,15,2025-03-25,532,Grocery Store,Darrylchester,Vegan,Lunch,2025,March,25,Johnson-Green,Grocery Store,"7369 Kenneth Haven
Andrewborough, UT 47985",Darrylchester,001-090-513-0319x965
842,Bread,40,2025-03-21,205,Grocery Store,Carlbury,Vegan,Breakfast,2025,March,21,Thompson Group,Grocery Store,"81499 Baker Valley Suite 876
Wheelerview, CT 20385",Carlbury,858-115-6375x26624
843,Fruits,46,2025-03-24,515,Restaurant,Snyderton,Vegetarian,Dinner,2025,March,24,"Bowers, Gonzalez and Simmons",Restaurant,"096 Jonathan Unions Suite 804
South Angelaburgh, NM 97882",Snyderton,+1-401-191-5365x80259
844,Fish,46,2025-03-29,495,Supermarket,Brownshire,Non-Vegetarian,Dinner,2025,March,29,"Barker, Gibbs and Lopez",Supermarket,"518 Francis Estates Apt. 955
Gonzalezhaven, DE 36339",Brownshire,8977010648
845,Bread,14,2025-03-20,718,Restaurant,Port Victoria,Non-Vegetarian,Dinner,2025,March,20,Livingston Inc,Restaurant,"451 Smith Orchard Suite 751
East Rebecca, VA 23186",Port Victoria,+1-956-381-7075
846,Salad,34,2025-03-19,894,Restaurant,Cannonside,Vegan,Snacks,2025,March,19,Fowler-Morgan,Restaurant,"684 Mike Mission Suite 131
East Sharonmouth, ME 61479",Cannonside,+1-427-871-1303x0408
847,Pasta,29,2025-03-21,887,Supermarket,Strongmouth,Vegan,Dinner,2025,March,21,Preston-Smith,Supermarket,"18358 Moore Spring Suite 713
Gordonshire, MT 45298",Strongmouth,(813)326-3277x75776
848,Dairy,32,2025-03-25,426,Catering Service,Taylorchester,Non-Vegetarian,Dinner,2025,March,25,Cook-Rodriguez,Catering Service,"06893 Sutton Meadows
West Janet, NM 26129",Taylorchester,718-514-8646x3588
849,Pasta,29,2025-03-21,563,Grocery Store,East Angela,Vegan,Breakfast,2025,March,21,Daniels-Kim,Grocery Store,"002 Donald Glen Suite 515
Edwardschester, OR 44523",East Angela,787.621.3654x1971
850,Dairy,22,2025-03-26,67,Restaurant,Kentland,Vegan,Breakfast,2025,March,26,Shannon Ltd,Restaurant,"8692 Adam Passage
Davidland, WI 15372",Kentland,401-441-2366x8513
851,Fruits,35,2025-03-18,516,Catering Service,New Aaronberg,Non-Vegetarian,Snacks,2025,March,18,"Raymond, Kelly and Yates",Catering Service,"8919 Natasha Tunnel
Jacksonburgh, MO 07674",New Aaronberg,(590)421-4384
852,Vegetables,49,2025-03-20,363,Catering Service,East Brittanyland,Non-Vegetarian,Snacks,2025,March,20,Henry-Terry,Catering Service,"94883 Silva Plaza Apt. 966
North Ericborough, WY 57244",East Brittanyland,(205)168-6653
853,Rice,18,2025-03-27,841,Restaurant,Lake Tamara,Vegan,Snacks,2025,March,27,Smith Inc,Restaurant,"876 Mckinney Circles Suite 026
Taylorchester, OH 43657",Lake Tamara,871.082.6155x450
854,Fish,33,2025-03-22,804,Restaurant,North Ashley,Vegan,Breakfast,2025,March,22,Jackson Ltd,Restaurant,"45950 Gould Stravenue Suite 966
Lauraton, MT 41682",North Ashley,+1-871-214-5204x667
855,Salad,28,2025-03-25,596,Restaurant,Zimmermanville,Vegetarian,Lunch,2025,March,25,"Barnes, Castro and Curtis",Restaurant,"0998 Mcintyre Row Apt. 105
North Crystal, KY 62420",Zimmermanville,507.577.7566
856,Rice,44,2025-03-23,501,Grocery Store,Jordanhaven,Vegetarian,Snacks,2025,March,23,Davis-Kennedy,Grocery Store,"609 Jackson Cliffs
Lake Johnside, ID 47134",Jordanhaven,598-048-5675
857,Pasta,47,2025-03-17,97,Supermarket,Reyesshire,Vegetarian,Dinner,2025,March,17,King-Snyder,Supermarket,"615 Barnett Circles
Jamesfort, CT 76455",Reyesshire,+1-494-177-0520x17816
858,Fruits,13,2025-03-22,413,Catering Service,North Mike,Non-Vegetarian,Snacks,2025,March,22,"Davis, Bowen and Miller",Catering Service,"418 Adam Mission Suite 750
Jessicaville, OR 26759",North Mike,9207424674
859,Pasta,1,2025-03-26,319,Restaurant,Lake Amymouth,Non-Vegetarian,Breakfast,2025,March,26,"Davila, Green and Avila",Restaurant,"28646 Tiffany Meadow Apt. 469
Lyonshaven, IA 48088",Lake Amymouth,2386104312
860,Fish,37,2025-03-17,934,Grocery Store,Steveport,Vegetarian,Lunch,2025,March,17,Nelson and Sons,Grocery Store,"8015 Meyer View
South Bobby, MN 09536",Steveport,+1-114-068-7855x4731
861,Dairy,45,2025-03-26,937,Restaurant,Roachhaven,Non-Vegetarian,Dinner,2025,March,26,Taylor Group,Restaurant,"14689 Scott Gateway
North Curtis, RI 22825",Roachhaven,(903)301-8467x005
862,Dairy,4,2025-03-19,237,Supermarket,Frederickside,Non-Vegetarian,Lunch,2025,March,19,"White, Crawford and Pearson",Supermarket,"4785 Felicia Circle Suite 239
North Melissa, KY 96802",Frederickside,958.016.7653x7393
863,Fruits,30,2025-03-20,57,Grocery Store,Port Robin,Vegan,Breakfast,2025,March,20,Cook Group,Grocery Store,"6432 Guzman Estates
Lake Rebeccaborough, CA 35184",Port Robin,983-295-7995
864,Soup,11,2025-03-28,741,Catering Service,West Anthonymouth,Vegetarian,Snacks,2025,March,28,"Martin, Richardson and Snow",Catering Service,"Unit 3436 Box 4523
DPO AE 51665",West Anthonymouth,013.181.1620
865,Fish,25,2025-03-20,837,Supermarket,South Charles,Non-Vegetarian,Snacks,2025,March,20,Horn-House,Supermarket,"59435 Benjamin Mountain
Amandamouth, VA 67842",South Charles,(274)596-0960x4039
866,Fish,7,2025-03-29,169,Grocery Store,Lindseyland,Vegetarian,Dinner,2025,March,29,Hines-Green,Grocery Store,"121 Monica Loaf
Charlesshire, MO 59196",Lindseyland,(054)626-5986x842
867,Soup,1,2025-03-21,870,Supermarket,New Hollyfurt,Vegetarian,Snacks,2025,March,21,Mcgee PLC,Supermarket,"651 James Path
West Stephenside, MT 25848",New Hollyfurt,378-777-7668x60325
868,Soup,4,2025-03-22,504,Catering Service,Gaineschester,Non-Vegetarian,Snacks,2025,March,22,Small Ltd,Catering Service,"85125 Deanna Garden
New Sherry, IL 97694",Gaineschester,1943075475
869,Fish,27,2025-03-20,40,Restaurant,Jennifertown,Vegan,Snacks,2025,March,20,Robinson PLC,Restaurant,"59437 Schneider Villages Suite 050
South Derek, NM 07539",Jennifertown,925-882-9055
870,Fish,3,2025-03-30,653,Catering Service,Cameronside,Vegetarian,Breakfast,2025,March,30,"Perry, Perez and Carter",Catering Service,"178 Randy Fords
East Chadton, TX 86183",Cameronside,085.588.5857
871,Chicken,7,2025-03-16,875,Grocery Store,South William,Non-Vegetarian,Lunch,2025,March,16,Mendoza-Espinoza,Grocery Store,"8229 Sheila Trail
New Erica, DE 07371",South William,029-780-2681x85712
872,Vegetables,50,2025-03-29,717,Catering Service,Pamelaberg,Vegetarian,Snacks,2025,March,29,Shepherd and Sons,Catering Service,"533 Peters Locks Suite 995
West Mindyhaven, MS 87079",Pamelaberg,+1-508-027-9784
873,Rice,49,2025-03-29,712,Restaurant,Huberstad,Vegan,Lunch,2025,March,29,Payne Inc,Restaurant,"9339 Jackson Spur
Williamsshire, ID 32726",Huberstad,001-148-921-4043x467
874,Bread,45,2025-03-17,655,Restaurant,Jimmyberg,Non-Vegetarian,Snacks,2025,March,17,Smith Group,Restaurant,"USCGC Meyer
FPO AP 46538",Jimmyberg,694.134.6616x8811
875,Bread,19,2025-03-29,721,Catering Service,Port Staceymouth,Non-Vegetarian,Breakfast,2025,March,29,Randolph-Bauer,Catering Service,"117 Kayla Ramp Suite 638
Jenniferstad, MS 30328",Port Staceymouth,2885719618
876,Salad,38,2025-03-20,78,Restaurant,North Susan,Vegan,Snacks,2025,March,20,Frazier LLC,Restaurant,"115 Danielle Oval Apt. 679
Port Jessica, AZ 21218",North Susan,5883270069
877,Chicken,8,2025-03-20,374,Grocery Store,Steeleport,Non-Vegetarian,Lunch,2025,March,20,"Pollard, Yoder and Martin",Grocery Store,"3352 Willis Junctions Apt. 432
Lake Pamelaborough, NV 36555",Steeleport,731-612-0267x787
878,Rice,23,2025-03-29,17,Catering Service,West Dawn,Non-Vegetarian,Snacks,2025,March,29,Miller Ltd,Catering Service,"355 Rogers Ferry Suite 116
East Stevenburgh, MD 93961",West Dawn,(876)537-9861x93433
879,Chicken,21,2025-03-25,778,Catering Service,Edwardsbury,Non-Vegetarian,Dinner,2025,March,25,Blanchard-Parsons,Catering Service,"81800 Preston Land Apt. 698
Murphyport, MS 99875",Edwardsbury,1686096009
880,Soup,35,2025-03-25,954,Catering Service,Randallchester,Vegetarian,Lunch,2025,March,25,Herrera LLC,Catering Service,"03238 Singh Mill Apt. 542
Donaldburgh, IL 63546",Randallchester,8412901538
881,Dairy,43,2025-03-17,655,Restaurant,Jimmyberg,Vegetarian,Lunch,2025,March,17,Smith Group,Restaurant,"USCGC Meyer
FPO AP 46538",Jimmyberg,694.134.6616x8811
882,Salad,43,2025-03-23,138,Grocery Store,North Sherrimouth,Vegan,Lunch,2025,March,23,"Jones, Rojas and Brown",Grocery Store,"3671 Hansen Loaf
Port Nicholas, VT 97420",North Sherrimouth,490.519.3490x03679
883,Bread,8,2025-03-23,857,Supermarket,Jordanborough,Vegetarian,Lunch,2025,March,23,Holmes-Schaefer,Supermarket,"61354 Tina Cliff
Sandershaven, UT 60062",Jordanborough,759-916-3267x89739
884,Chicken,27,2025-03-28,371,Grocery Store,Solisburgh,Vegetarian,Lunch,2025,March,28,"Montgomery, Dominguez and Hopkins",Grocery Store,"565 Davis Shoals
New James, ND 98971",Solisburgh,575.394.8230x121
885,Rice,44,2025-03-22,503,Restaurant,Joseville,Vegan,Lunch,2025,March,22,Abbott-Robinson,Restaurant,"PSC 1306, Box 2371
APO AA 44403",Joseville,449-700-6900x46176
886,Bread,48,2025-03-20,423,Restaurant,South Justinborough,Vegetarian,Breakfast,2025,March,20,Serrano-Lopez,Restaurant,"312 Hodge Center
West Stevenshire, KS 70989",South Justinborough,(225)688-7752x0658
887,Soup,12,2025-03-21,825,Supermarket,South Bryan,Vegetarian,Lunch,2025,March,21,"Smith, Lynch and Anderson",Supermarket,"85965 Vanessa Hollow
New Patriciamouth, WA 82198",South Bryan,+1-560-761-6843x29675
888,Salad,6,2025-03-25,50,Catering Service,West Danielborough,Non-Vegetarian,Snacks,2025,March,25,Perez-Williams,Catering Service,"956 Joseph Ford Apt. 098
Moorestad, LA 74730",West Danielborough,(305)890-2191x91055
889,Soup,21,2025-03-16,266,Grocery Store,Port Ronaldshire,Vegan,Snacks,2025,March,16,Thomas-Carpenter,Grocery Store,"0891 Martin Shore Apt. 596
Mcdonaldstad, PA 01987",Port Ronaldshire,021.908.0322x164
890,Chicken,40,2025-03-28,41,Catering Service,Bentleyburgh,Vegan,Lunch,2025,March,28,Kelly-Ware,Catering Service,"482 Bush Island
Wrightburgh, MI 64397",Bentleyburgh,(033)969-7445x782
